,0
21063,          between them  an energy they recognize in each other
21064,          and then its gone adversaries again rey cant move
21065,          quietly strains in agony trying to resist rens probing
21066,
21067,           kylo ren contd
21068,            youre so lonely so afraid to
21069,           leave
21070,           then slight smile
21071,           at night desperate to sleep you
21072,           imagine an ocean i see it  i see
21073,           the island
21074,          tears stream down her face as she resists she tries to
21075,          break free but cant budge
21076,
21077,           kylo ren contd
21078,           and han solo you feel like hes
21079,           the father you never had he wouldve
21080,           disappointed you
21081,
21082,                         
21083,
21084,                          continued
21085,
21086,                         continued
21087,          his hand still on her face her eyes fierce through the agony
21088,
21089,                          rey
21090,            get out of my head 
21091,          but this just makes kylo lean closer
21092,
21093,                          kylo ren
21094,           i know youve seen the map its in
21095,           there and now youll give it to
21096,           me dont be afraid i feel it
21097,           too
21098,          where her strength comes from she doesnt know but
21099,
21100,                          rey
21101,           im not giving you anything
21102,
21103,                          kylo ren
21104,           well see
21105,          he peers into her eyes intensely she meets his gaze 
21106,
21107,          despite the pain she is strong
21108,          on rens face as his confidence begins to melt away he has
21109,          slammed up against a barrier in her mind he looks less
21110,          certain by the moment as rey seems to grow in strength the
21111,          ferocity of confrontation builds until it hits critical mass
21112,
21113,          and rey does the unthinkable she enters his head amazed
21114,
21115,          at what she is seeing
21116,
21117,                          rey
21118,            you youre afraid that you
21119,           will never be as strong as darth
21120,           vader
21121,          kylo ren suddenly withdraws his hand as if her face were
21122,          fire hot takes a step back confused rattled reys body
21123,          is released she breathes deeply her powerful eyes still on
21124,          kylo ren who starts to leave
21125,          and we prelap
21126,
21127,           snoke vo
21128,           this scavenger resisted you
21129,
21130,          int starkiller planet  assembly room  night
21131,
21132,          kylo ren mask off stands before snoke
21133,
21134,                          kylo ren
21135,           shes strong with the force untrained
21136,           but stronger than she knows
21137,          and while rens mind no doubt goes to luke
21138,
21139,                          snoke
21140,           and the droid
21141,
21142,                         
21143,
21144,                         
21145,
21146,                          continued
21147,
21148,                         continued
21149,          kylo ren hesitates to reveal the truth then
21150,
21151,           general hux os
21152,           ren believed it was no longer valuable
21153,           to us
21154,          ren turns back  hux enters the large space moves to the
21155,          platform beside ren
21156,
21157,           general hux contd
21158,           that the girl was all we needed as
21159,           a result the droid has most likely
21160,           been returned to the hands of the
21161,           enemy they may have the map already
21162,          snoke is visibly furious
21163,
21164,                          snoke
21165,           then the resistance must be destroyed
21166,           before they get to skywalker
21167,
21168,                          general hux
21169,           we have their location we tracked
21170,           their reconnaissance ship to the
21171,           ileenium system
21172,
21173,                          snoke
21174,           good then we will crush them once
21175,           and for all prepare the weapon
21176,          kylo ren is stunned by the moment  that isnt what he meant
21177,          at all 
21178,
21179,                          kylo ren
21180,           supreme leader i can get the map
21181,           from the girl i just need your
21182,           guidance
21183,
21184,                          snoke
21185,           if what you say about this girl is
21186,           true bring her to me
21187,
21188,          int starkiller base  holding cell  day
21189,
21190,          slow push in on rey shackled mind still racing over whats
21191,          happened between her and kylo ren she is flooded with
21192,          emotions feeling her potential her strength that in this
21193,          moment of being restrained perhaps anything is possible
21194,          she turns to the stormtrooper guard studies him for an
21195,          intense beat then says
21196,
21197,                          rey
21198,           you will remove these restraints
21199,           and leave this cell with the door
21200,           open
21201,          the stormtrooper guard looks at her a beat
21202,
21203,                         
21204,
21205,                         
21206,
21207,                          continued
21208,
21209,                         continued
21210,
21211,                          trooper guard 
21212,           what did you say
21213,          reys eyes stay trained on him she shifts in her seat her
21214,          confidence wavering but she repeats with authority
21215,
21216,                          rey
21217,           you will remove these restraints
21218,           and leave this cell with the door
21219,           open
21220,          the stormtrooper guard rifle aimed moves for her
21221,          reys heart pounds  is she about to be killed freed or
21222,          laughed at the tension unbearable when the guard says
21223,
21224,                          trooper guard 
21225,           ill tighten those restraints
21226,           scavenger scum
21227,
21228,          int starkiller base  corridor   day
21229,
21230,          low angle kylo ren masked rounds a corner passes us
21231,
21232,          int starkiller base  holding cell  day
21233,
21234,          rey stares intently at the trooper calms herself and
21235,          tries again
21236,
21237,                          rey
21238,           you will remove these restraints
21239,           and leave this cell with the door
21240,           open
21241,
21242,                          trooper guard 
21243,           i will remove these restraints and
21244,           leave this cell with the door open
21245,          he reaches down and unlatches the restraints he then turns
21246,          and starts to head out her back to him as he exits she is
21247,          in shock then tries quickly
21248,
21249,                          rey
21250,           and you will drop your weapon
21251,
21252,                          trooper guard 
21253,           and ill drop my weapon
21254,          the trooper guard drops his weapon without turning back 
21255,          rey hears the gun fall shes incredulous the guard has
21256,
21257,          left the cell its door open
21258,          rey in absolute disbelief moves quickly out of frame
21259,
21260,          int starkiller base  holding cell  day
21261,
21262,          kylo ren enters the cell  we push in on him as he takes in
21263,          the empty cell  and immediately understands what has
21264,
21265,          happened
21266,
21267,                         
21268,
21269,                          continued
21270,
21271,                         continued
21272,
21273,                          kylo ren
21274,
21275,           no
21276,          enraged he rips out his saber and 
21277,
21278,          ext starkiller base  corridor   day
21279,
21280,          wide angle empty corridor toward the cell we only hear
21281,          the horrible sounds destruction yelling a few pieces
21282,          of red hot debris bounces into the corridor
21283,          two stormtroopers crossing at the far end of the hall stop
21284,          to watch this display of pure fury they retreat and fast
21285,
21286,          int starkiller base  control room  day
21287,
21288,          workers at their controls vast snowy landscape seen outside
21289,          their gauges rise  the weapon charging slowly 
21290,
21291,                          general hux
21292,           begin charging the weapon
21293,
21294,                          starkiller technician
21295,           yes sir weapon charging
21296,
21297,          ext starkiller base planet  day
21298,
21299,          a vast view of the planet  a massive solarvac array
21300,          surrounds a port ten miles in diameter
21301,          millions of panels turn on the array  a wave of brilliant
21302,          reflections suddenly like a planetaryscale tesla coil
21303,          line of energy the power of the sun begins to travel down
21304,          to the starkiller base planet
21305,
21306,          int resistance base  day
21307,
21308,          finn now a member of the inner circle of the resistance is
21309,          huddled with the group around the map table which displays
21310,          a wireframe hologram of a rolling view of the surface of
21311,          starkiller base with finn are han leia poe cpo
21312,          statura ackbar brance snap major ematt  nien nunb
21313,          and others an urgent messy strategy session 
21314,
21315,                          poe
21316,           the scan data from snaps
21317,           reconnaissance flight confirms finns
21318,           report
21319,
21320,                          snap
21321,           theyve somehow created a hyper
21322,           lightspeed weapon built within the
21323,           planet itself
21324,
21325,                          brance
21326,           a laser cannon
21327,
21328,                         
21329,
21330,                         
21331,
21332,                         
21333,
21334,                         
21335,
21336,                          continued
21337,
21338,                         continued
21339,
21340,                          snap
21341,           were not sure how to describe a
21342,           weapon of this scale
21343,
21344,                          major ematt
21345,
21346,                          horrible memories
21347,           its another death star
21348,
21349,                          poe
21350,           i wish that were the case major
21351,          poe hits a control a wireframe of the death star appears
21352,
21353,                          poe contd
21354,           this was the death star
21355,          poe hits another control  the death star shrinks  and
21356,          shrinks and shrinks as the surface area of the starkiller
21357,
21358,          base is drawn into a larger image revealing the entire base
21359,          planet the death star is a minuscule satellite in
21360,          comparison
21361,
21362,                          poe contd
21363,           this is starkiller base
21364,          this is news to many here and theyre stunned
21365,
21366,                          han
21367,           so its big
21368,
21369,                          admiral ackbar
21370,           how is it possible to power a weapon
21371,           of this size
21372,
21373,                          finn
21374,           it uses the power of the sun as
21375,           the weapon is charged the sun is
21376,           drained until it disappears
21377,          an officer runs up hands leia a datacard
21378,
21379,                          leia
21380,           eyes on datacard
21381,           the first order theyre charging
21382,           the weapon again now
21383,           then heart sinking
21384,           our system is the next target
21385,
21386,                          cpo
21387,           oh my without the republic fleet
21388,           were doomed
21389,          they all react to this horrible news
21390,
21391,                          han
21392,           okay how do we blow it up
21393,           all eyes on him
21394,           theres always a way to do that
21395,
21396,                         
21397,
21398,                         
21399,
21400,                          continued
21401,
21402,                         continued
21403,          but no one has anything leia watches the silence
21404,          frustrated finally rallying them
21405,
21406,                          leia
21407,           hans right
21408,          han is surprised
21409,
21410,                          admiral statura
21411,           at first hesitant
21412,           in order for that amount of power to
21413,           be contained that base would need
21414,           some kind of thermal oscillator
21415,
21416,                          finn
21417,           there is one
21418,          all eyes on finn as he moves around the hologram to a location
21419,          on the starkiller base  it is zoomed in a giant black
21420,
21421,          hexagonal structure
21422,
21423,                          finn contd
21424,           precinct  here
21425,
21426,                          admiral statura
21427,
21428,                          hypothesizing
21429,           if we can destroy that oscillator
21430,           it might destabilize the core and
21431,           cripple the weapon
21432,
21433,                          major ematt
21434,            maybe the planet
21435,          poe then tries to bolster spirits looking at the big
21436,          hexagonal structure the oscillator
21437,
21438,                          poe
21439,           well go in there and well hit that
21440,           oscillator with everything we got
21441,
21442,                          admiral ackbar
21443,           they have defensive shields that our
21444,           ships cannot penetrate
21445,
21446,                          han
21447,           we disable the shields
21448,
21449,                          to finn
21450,           kid you worked there what do you
21451,           got
21452,
21453,                          finn
21454,           beat then
21455,           i can do it
21456,
21457,                          han
21458,           i like this guy
21459,
21460,                         
21461,
21462,                         
21463,
21464,                         
21465,
21466,                         
21467,
21468,                          continued
21469,
21470,                         continued
21471,
21472,                          finn
21473,           i can disable the shields but i
21474,           have to be there on the planet
21475,
21476,                          han
21477,           well get you there
21478,
21479,                          leia
21480,           han how
21481,
21482,                          han
21483,           if i told you you wouldnt like it
21484,
21485,                          poe
21486,           so we disable the shields take out
21487,           the oscillator and we blow up their
21488,           big gun all right lets go
21489,          and everyone splits
21490,
21491,          ext hangars resistance base  day
21492,
21493,
21494,          series of shots the resistance fleet prepares for its
21495,          mission pilots inspect crafts including snap nien nunb
21496,          and poe at his blackmarked xwing mechanics make
21497,          adjustments as crews fuel the jets ground controllers move
21498,          ships into takeoff formation pilots prep their ships
21499,          including bb who is pulled into poes black xwing
21500,          finn approaches poe wearing the jacket
21501,          poe slaps finns shoulder as he heads off finn watches
21502,          poe despite it all a little laugh over this
21503,
21504,          ext resistance base  day
21505,
21506,          chewie and finn follow hans orders as they prepare the falcon
21507,          for one more daring run maybe its last
21508,
21509,                          han
21510,           chewie check that donal capitator
21511,           come on lets go  finn be
21512,           careful with those  theyre
21513,           explosives
21514,
21515,                          finn
21516,           now you tell me
21517,
21518,                          leia
21519,           no matter how much we fought ive
21520,           always hated watching you leave
21521,          han looks over theres leia
21522,
21523,                          han
21524,           thats what i did it so youd miss
21525,           me
21526,          she laughs moves up close to him
21527,
21528,                         
21529,
21530,                          continued
21531,
21532,                         continued
21533,
21534,                          leia
21535,           i did miss you
21536,          he looks at her says sweetly out of the blue
21537,
21538,                          han
21539,           it wasnt all bad was it huh
21540,           some of it wasgood
21541,
21542,                          leia
21543,            pretty good
21544,
21545,                          han
21546,           some things never change
21547,
21548,                          leia
21549,
21550,                          smiles
21551,           true you still drive me crazy
21552,          han places his hands on her shoulders it could be thirty
21553,          years ago
21554,          they both know theres a good chance he wont make it back
21555,          they pull each other tight holding for dear life quietly
21556,
21557,                         longingly
21558,
21559,                          leia contd
21560,           if you see our son again bring him
21561,           home
21562,
21563,          int starkiller base  day
21564,
21565,
21566,                          stormtrooper
21567,           sir sensors triggered in hangar
21568,            were searching the area
21569,
21570,                          kylo ren
21571,           shes just beginning to test her
21572,           powers the longer it takes to find
21573,           her the more dangerous she becomes
21574,          kylo exits
21575,
21576,          int starkiller base  atrium area  day
21577,
21578,          tight on reys face as she peers nervously around a corner
21579,          rey runs down a long glossy hall taking cover in an alcove
21580,          the trooper guards rifle held tight
21581,
21582,          ext lightspeed space  day
21583,
21584,          the falcon screams past 
21585,
21586,          int millennium falcon  cockpit  day
21587,
21588,          flying at lightspeed finn with han and chewie
21589,
21590,                         
21591,
21592,                         
21593,
21594,                         
21595,
21596,                          continued
21597,
21598,                         continued
21599,
21600,                          finn
21601,           how are we getting in
21602,
21603,                          han
21604,           their shields have a fractional
21605,           refresh rate keeps anything
21606,           traveling slower than lightspeed
21607,           from getting through
21608,          finn is suddenly filled with dread
21609,
21610,                          finn
21611,           were gonna make our landing approach
21612,           at lightspeed
21613,          chewie thinking its crazy too says hell yes we are
21614,
21615,                          han
21616,           alright chewie get ready
21617,          chewie groans hes ready han studies the panel indicators
21618,
21619,                          han contd
21620,           and now
21621,          chewie and han hit switches 
21622,
21623,                         
21624,
21625,          ext lightspeed spacestarkiller base  day
21626,
21627,          the falcons environment shifts instantly from lightspeed to
21628,          planet atmosphere  its suddenly flying  feet above the
21629,
21630,          snowy rocky ground headed for a thick forest
21631,
21632,          int millennium falcon  cockpit  day
21633,
21634,
21635,                         chewie groans
21636,
21637,                          han
21638,
21639,           i am pulling up
21640,
21641,          ext starkiller base  day
21642,
21643,          but the falcon has no time  it plows through the trees
21644,          it then rises 
21645,
21646,          int millennium falcon  cockpit  day
21647,
21648,          alarms blare as the ship slams through branches shoots toward
21649,          sky han does his best to steer  chewie groans  in the
21650,          madness han yells
21651,
21652,                          han
21653,           i get any higher theyll see us
21654,          and the ship dives again back into the trees
21655,
21656,          ext starkiller base  clearing  day
21657,
21658,          a quiet clearing on the forest treeline suddenly the
21659,          millennium falcon hurtles out of the forest from an eruption
21660,          of branches and pine the ship dives  slams into the snow
21661,          it digs through a thousand yards of white until it finally
21662,          comes to a canted stop half buried in the snow
21663,
21664,          int starkiller base  day
21665,
21666,
21667,                          officer
21668,           sir she was not found in hangar 
21669,           but all troops are on alert
21670,
21671,                          kylo ren
21672,           put every hangar on lockdown shes
21673,           going to try to steal a ship to
21674,          suddenly kylo senses something something familiar
21675,
21676,           kylo ren contd
21677,           han solo
21678,
21679,          ext starkiller base  day
21680,
21681,          massive wide shot of an epic snowscape han finn and chewie
21682,          cross the terrain walkers appears on the horizon han
21683,          finn and chewie take cover behind a base structure chewie
21684,          carries a black duffel of explosives
21685,
21686,                          finn
21687,           the flooding tunnels are over that
21688,           ridge well get in that way
21689,
21690,                          han
21691,           what was your job when you were based
21692,           here
21693,
21694,                          finn
21695,           sanitation
21696,
21697,                          han
21698,           sanitation then how do you know
21699,           how to disable the shields
21700,
21701,                          finn
21702,           i dont im just here to get rey
21703,
21704,                          han
21705,           people are counting on us the galaxy
21706,           is counting on us
21707,
21708,                          finn
21709,           solo well figure it out well
21710,           use the force
21711,
21712,                          han
21713,           thats not how the force works
21714,
21715,                         
21716,
21717,                          continued
21718,
21719,                         continued
21720,          chewie moantalks
21721,
21722,                          han contd
21723,           oh really youre cold
21724,
21725,                          finn
21726,           come on
21727,          they follow finn on the snowy hike on the horizon the
21728,
21729,          laser siphon shooting into the sky slowly sucking the sun
21730,
21731,          dry
21732,
21733,          int starkiller base  control room  day
21734,
21735,          technicians at work the sun sucking seen in the window behind
21736,          him
21737,
21738,                          general hux
21739,           report
21740,
21741,           first order officer
21742,           weapon charged in fifteen minutes
21743,           sir
21744,
21745,          int starkiller base  corridor   day
21746,
21747,          a stormtrooper waits to board a transport compartment the
21748,          door whooshes open  han finn and chewie are there
21749,
21750,                          stormtrooper fn
21751,           hey
21752,          he fumbles for his blaster but chewie shoots first wide
21753,          angle of the corridor as the trooper flies back dead
21754,          chewie drags him out of sight han and finn peer around a
21755,          corner wary
21756,
21757,                          han
21758,           the longer were here less luck
21759,           were going to have the shields
21760,
21761,                          finn
21762,           i have an idea about that
21763,          han and chewie follow finn
21764,
21765,          int starkiller base  corridor  day
21766,
21767,          captain phasma heads down a corridor distant stormtroopers
21768,          suddenly phasma is tboned hard and fast  shoved out of
21769,
21770,          frame by chewie
21771,          and now were in a narrow crosscorridor chewie with his
21772,
21773,          arms around phasma forced to face finn who holds his blaster
21774,          on his former captain han stands behind finn
21775,
21776,                          finn
21777,           remember me
21778,
21779,                         
21780,
21781,                          continued
21782,
21783,                         continued
21784,
21785,                          captain phasma
21786,
21787,           fn
21788,
21789,                          finn
21790,           not anymore the names finn and
21791,           im in charge im in charge now
21792,           phasma im in charge
21793,
21794,                          han
21795,           bring it down bring it down
21796,
21797,                          finn
21798,           follow me
21799,          finn smiles as we cut to
21800,
21801,          int starkiller base  atrium area  day
21802,
21803,          tight on reys face as she peers nervously around a corner
21804,          rey runs down a long glossy hall taking cover in an alcove
21805,          the trooper guards rifle held tight
21806,          from this alcove she can see down another long perpendicular
21807,          walkway  on one side a stone and steel wall on the other
21808,          side a vast atrium with a railingfree drop off the white
21809,          pilllight design descending hundreds of feet
21810,          at the end of this walkway is an open hangar door revealing
21811,          hundreds of tie fighters parked outside
21812,          tight on reys face as her plan is clear but the problem
21813,          between her and the ship she wants to steal is a group of
21814,          stormtroopers guards in conversation
21815,          as she tries to think about what to do next we see far
21816,          behind her in the perpendicular hall another group of storm
21817,          and snowtroopers headed her way
21818,          reys mind races  another peek out and she runs fast across
21819,          the walkway and climbs down  her fingertips disappearing
21820,          over the edge just as the troopers approach and continue
21821,          wide shot as rey holds on carefully as the guards walk off
21822,          not seeing her over the edge a death drop below her
21823,          but then she sees something and has a brainstorm she
21824,          strenuously crossclimbs to an invisible service hatch which
21825,          she opens and climbs inside the wall closing the hatch
21826,          behind her
21827,
21828,          int starkiller base  inside the walls  day
21829,
21830,          a remarkable image inside the inner workings of the base
21831,          tiny by comparison rey climbs amid the incredible
21832,          infrastructure a drop to infinity beneath her she is
21833,          between the light source and the white pill shapes as she
21834,          makes her way across
21835,
21836,          int starkiller base  atrium area  day
21837,
21838,          wide shot of the stormtrooper guards above the drop off
21839,          into the atrium what they cannot see is a shadowed
21840,          silhouette of rey against the endless white pill lights as
21841,          she climbs across the space beneath them toward her exit
21842,
21843,          int starkiller base  control access point  day
21844,
21845,          close as phasma sits into frame in front of a workstation 
21846,          finn han and chewie blasters aimed phasma reluctantly
21847,          works controls on the workstation
21848,
21849,                          finn
21850,           you want me to blast that bucket off
21851,           your head lower the shields
21852,
21853,                          captain phasma
21854,           youre making a big mistake
21855,
21856,                          finn
21857,           do it
21858,          chewie moantalks phasma hits a few more buttons  the
21859,          controls beepclick shields disable initiate eyes on
21860,
21861,                         the workstation
21862,
21863,                          finn contd
21864,           solo if this works were not going
21865,           to have a lot of time to find rey
21866,
21867,                          han
21868,           dont worry kid we wont leave here
21869,           without her
21870,          the controls beepclick shields disabled
21871,
21872,                          captain phasma
21873,           to finn cruel
21874,           you cant be so stupid as to think
21875,           this will be easy my troops will
21876,           storm this block and kill you all
21877,
21878,                          finn
21879,           i disagree what do we do with her
21880,
21881,                          han
21882,           is there a garbage chute trash
21883,           compactor
21884,
21885,                          finn
21886,           yeah there is
21887,
21888,          int resistance base  day
21889,
21890,          an alert officers at their consoles overlapping urgent
21891,
21892,                         
21893,
21894,                         
21895,
21896,                         
21897,
21898,                         
21899,
21900,                          continued
21901,
21902,                         continued
21903,
21904,                          officer
21905,           general their shields
21906,           are down
21907,
21908,                          cpo
21909,           thank the maker
21910,
21911,                          leia
21912,           han did it send them
21913,           in
21914,
21915,                          admiral statura
21916,           give poe full authorization
21917,           to attack
21918,
21919,                          rear admiral
21920,
21921,                          gulch
21922,           black leader go to
21923,           sublights on your
21924,           call
21925,
21926,          int xwing  day
21927,
21928,          at lightspeed poe pilots
21929,
21930,                          poe
21931,           roger base  red squad blue squad
21932,           take my lead
21933,
21934,          int xwing  day
21935,
21936,          nien nunb pilots acknowledges order in alien language
21937,
21938,          int xwing  day
21939,
21940,          another pilot zolo ziff
21941,
21942,                          yolo ziff
21943,           dropping out of lightspeed
21944,
21945,          ext spacestarkiller base  day
21946,
21947,          with concussive blasts the xwings appear and roar past
21948,          camera toward the starkiller base planet
21949,
21950,          ext starkiller base  clearing  day
21951,
21952,          the crashed falcon two parked tie fighters and a troop
21953,          transport vehicle beside it
21954,
21955,          ext starkiller base  clearing  day
21956,
21957,          at a distance the xwings drop from the sky toward the
21958,
21959,          hexagonal oscillator structure in the distance
21960,
21961,          ext starkiller base  above oscillator  day
21962,
21963,          the squad of xwings dive bombs the oscillator the black
21964,          falcon leads intercut between this and various xwings
21965,
21966,          int xwing  day
21967,
21968,
21969,                         poe pilots
21970,
21971,                          poe
21972,           almost in range hit the target
21973,           dead center as many runs as we can
21974,           get
21975,
21976,          int xwing  day
21977,
21978,          snap pilots
21979,
21980,                          snap
21981,           approaching target
21982,
21983,          int xwing  day
21984,
21985,          nien nunb acknowledges
21986,
21987,          int starkiller base  control room  day
21988,
21989,          large explosions atop the distant oscillator seen through
21990,          the large windows alarms blare in here  we pull back as
21991,          hux moves quickly to see the damage he turns sharply to a
21992,          first order officer
21993,
21994,                          general hux
21995,           dispatch all squadrons
21996,
21997,                          colonel datoo
21998,           yes general
21999,
22000,          int xwing  day
22001,
22002,
22003,                          poe
22004,           lets light it up
22005,
22006,          dive bombing the oscillator hitting it dead center in quick
22007,
22008,          succession
22009,
22010,          int xwing  day
22011,
22012,
22013,           lt bastian
22014,           direct hit
22015,
22016,                          ello asty
22017,           but no damage
22018,          jess reacts
22019,
22020,                          poe
22021,           yeah we gotta keep hitting it
22022,           another bombing run remember when
22023,           that sun is gone that weapon will
22024,           be ready to fire but as long as
22025,           theres light we got a chance
22026,
22027,          int xwing  day
22028,
22029,          a beeping from bb riding in the back of his xwing and
22030,          poe looks out  cant believe what hes seeing dozens of
22031,
22032,          tie fighters
22033,
22034,                          poe
22035,           guys we got a lot of company
22036,
22037,          int starkiller base  junction area  day
22038,
22039,          finn han and chewie take cover chewie pulling some
22040,          explosives out of the duffel blast doors nearby
22041,
22042,                          finn
22043,           well use the charges to blow that
22044,           blast door ill go in and draw
22045,           fire but im gonna need cover
22046,
22047,                          han
22048,           you sure youre up for this
22049,
22050,                          finn
22051,           hell no  ill go in find and try
22052,           to find rey 
22053,           improvising fast
22054,            the troopersll be on our tail
22055,           we have to be ready for that theres
22056,           an access tunnel thatll leads 
22057,           han starts pointing
22058,           with his chin to
22059,
22060,                          something behind
22061,
22062,                          finn
22063,           why are you doing that why are you
22064,           doing  this im trying to come
22065,           up with a plan
22066,          finn turns  and sees rey climbing out from inside the
22067,          wall carefully climbing back up to the main level he cant
22068,          believe it chewie murmurs his relief han is maybe more
22069,          grateful than anyone
22070,
22071,          int resistance base  day
22072,
22073,          a resistance technician turns to leia
22074,
22075,                          admiral ackbar
22076,           the oscillators still standing
22077,
22078,                          officer
22079,           xwings coming back for another round
22080,           of attacks
22081,
22082,          int starkiller base  corridor   day
22083,
22084,          rey climbs up to the corridor vigilant she hears a sound
22085,          swoops her rifle at  finn han and chewie she cannot
22086,          believe it all finn wants to do is hug her  and she him
22087,
22088,                         
22089,
22090,                         
22091,
22092,                          continued
22093,
22094,                         continued
22095,
22096,                          han
22097,           are you all right
22098,
22099,                          rey
22100,           yeah
22101,
22102,                          han
22103,           good
22104,
22105,                          finn
22106,           what happened  did he hurt you
22107,
22108,                          rey
22109,           finn what are you doing here
22110,
22111,                          finn
22112,           we came back for you
22113,          she is speechless  this is all shes ever wanted anyone to
22114,          do chewie talks  and reys eyes nearly tear up
22115,
22116,                          finn contd
22117,           whatd he say
22118,
22119,                          rey
22120,           shrugs smiles though
22121,           nearly in tears
22122,            that it was your idea
22123,          finn awkwardly smiles its his nature they embrace
22124,
22125,                          rey contd
22126,           thank you
22127,
22128,                          finn
22129,           how did you get away
22130,
22131,                          rey
22132,           i cant explain it and you wouldnt
22133,           believe it
22134,
22135,                          han
22136,           escape now hug later
22137,
22138,          ext starkiller base  day
22139,
22140,          the xwings dogfight with the tie fighters on the surface of
22141,          the snowy planet intercut between the ships screaming past
22142,          each other and the cockpits of the resistance and first
22143,          order fighters poes fighter nearly collides with a close
22144,          passing tie fighter
22145,
22146,                          snap
22147,           i got one behind me see it
22148,
22149,                          jess
22150,           yeah im on it
22151,
22152,                         
22153,
22154,                         
22155,
22156,                         
22157,
22158,                          continued
22159,
22160,                         continued
22161,          a heavy cannon emplacement launches a missile that shreds an
22162,          xwing fighter
22163,
22164,                          jess
22165,           furillos been hit
22166,
22167,                          snap
22168,           watch out for ground fire
22169,
22170,          ext starkiller base  day
22171,
22172,          the xwings roar across the sky blasting and dodging the
22173,          tie fighters and missiles
22174,          pull back to reveal han finn rey and chewie who run out
22175,          here into the snow stopping eyes on the sky watching the
22176,          lopsided battle
22177,
22178,          the four heroes turn to each other resolve in their eyes
22179,          a long moment of communication
22180,
22181,                          han
22182,           theyre in trouble we cant leave
22183,           to finn re chewie
22184,           my friend here has a bag full of
22185,           explosives lets use em
22186,
22187,          int resistance base  day
22188,
22189,          a resistance technician turns to leia
22190,
22191,           kaydel ko connix
22192,           general are you seeing this
22193,
22194,                          vober dand
22195,           two more xwings down thats half
22196,           our fleet destroyed
22197,
22198,                          cpo
22199,           and their weapon will be fully charged
22200,           in  minutes it would take a
22201,           miracle to save us now
22202,
22203,          int starkiller base  oscillator structure  near darkness
22204,
22205,          han and chewie arrive here to find three security
22206,          stormtroopers approaching a maintenance hatch instantly
22207,          chewie takes out the middle one with his bowcaster han and
22208,          the other two stormtroopers open fire but hans aim is true
22209,
22210,          alarms start blaring
22211,
22212,          int junction station  near darkness
22213,
22214,          running inside from a parked snowspeeder rey opens a service
22215,          hatch finn behind her as she reaches into the mechanics
22216,          of the place very much like the very first shot we saw of
22217,          rey
22218,          and she yanks a piece of tech from the machinery and
22219,
22220,          int starkiller base  oscillator structure  near darkness
22221,
22222,          the hatch opens han and chewie having been on the lookout
22223,          step inside weapons poised chewie moans
22224,
22225,                          han
22226,           that girl knows her stuff
22227,
22228,          int starkiller base  oscillator structure  near darkness
22229,
22230,          han and chewie divide the explosives talk in hushed tones
22231,
22232,                          han
22233,           well set the charges at every other
22234,           column
22235,          he groantalks to han who looks around reconsiders
22236,
22237,                          han contd
22238,           youre right thats a better idea
22239,           checks his detonator
22240,           you take the top
22241,
22242,                          chewie does
22243,           ill go down below detonator
22244,           well meet back here
22245,          they head off in opposite directions
22246,
22247,          int oscillator structure  near darkness
22248,
22249,          han finishes placing an explosive checks hes allclear
22250,          and hurries down to the next level chewie climbs up a level
22251,
22252,          int oscillator structure  main entrance  near darkness
22253,
22254,          a squad of stormtroopers snap to alert as kylo ren approaches
22255,          controls are hit and the huge door opens without hesitation
22256,          kylo walks into the oscillator
22257,
22258,          int oscillator structure  near darkness
22259,
22260,          a colossal cylindrical structure dark corridors and
22261,          catwalks kylo ren comes to a stop scans the structure
22262,          sensing something he motions the stormtrooper squad upwards
22263,
22264,                          kylo ren
22265,           find them
22266,          they rush past him kylo ren turns slowly and heads down
22267,
22268,          int starkiller base  oscillator structure  near darkness
22269,
22270,          the stormtroopers move up the ramp weapons ready checking
22271,          carefully where blind corners intersect from the perimeter
22272,          they come round to the next higher level and pass close to
22273,          camera when theyve passed tilt to find chewie in the
22274,          shadows of the grillwork
22275,
22276,                         
22277,
22278,                          continued
22279,
22280,                         continued
22281,
22282,                         
22283,          once theyre gone he plants another charge
22284,
22285,          ext starkiller base  oscillator structure  near darkness
22286,
22287,          the snowspeeder comes to a stop outside the structure finn
22288,          and rey stop for a moment look to the sky the sun is nearly
22289,
22290,          gone
22291,
22292,          int oscillator structure  lower level  night
22293,
22294,          han finishes setting a charge and is about to move on when
22295,          he hears something and conceals himself behind a wide
22296,          vertical support he peaks around the edge and his whole
22297,          demeanor changes 
22298,          hans pov kylo ren appears and stops at the railing looking
22299,          down into the filter
22300,          han looks at his son with a tortured storm of feelings
22301,          were with kylo ren as he resumes his hunt he heads directly
22302,          toward where han is hiding kylo ren has an increasing sense
22303,          of hans presence as he moves closer he comes to where han
22304,          was hiding  but han is nowhere to be seen
22305,          from his hiding place in a narrow power chamber in the wall
22306,
22307,          han watches his son pass only a few feet in front of him
22308,          han shifts his position in the tight compartment so he can
22309,          watch rens progress kylo ren turns onto a flat bridge
22310,          that bisects the open space
22311,          unaware of his father kylo ren walks purposefully across to
22312,          the opposite side han watches his son walk off  the clank
22313,          clank of kylo rens boots receding
